TE	length	covg	frags	fullLgthFrags	copies	fullLgthCopies	meanId	sdId	minId	q25Id	medId	q75Id	maxId	meanLgth	sdLgth	minLgth	q25Lgth	medLgth	q75Lgth	maxLgth	meanLgthPerc	sdLgthPerc	minLgthPerc	q25LgthPerc	medLgthPerc	q75LgthPerc	maxLgthPerc
Academ-2_ADi_2p:ClassII:?:Academ	480	63	1	0	1	0	27.35	0.00	27.35	27.35	27.35	27.35	27.35	63.00	0.00	63	63.00	63.00	63.00	63	13.12	0.00	13.12	13.12	13.12	13.12	13.12
Academ-2_CGi_2p:ClassII:?:Academ	456	30	1	0	1	0	27.62	0.00	27.62	27.62	27.62	27.62	27.62	30.00	0.00	30	30.00	30.00	30.00	30	6.58	0.00	6.58	6.58	6.58	6.58	6.58
AeTango2_1p:ClassII:TIR:Tc1-Mariner	336	654	2	2	2	2	37.62	1.29	36.70	36.70	37.62	38.53	38.53	327.00	0.00	327	327.00	327.00	327.00	327	97.32	0.00	97.32	97.32	97.32	97.32	97.32
ATCOPIA78p:ClassI:LTR:Copia	1352	150	3	0	3	0	31.08	1.80	29.31	29.31	31.03	32.90	32.90	50.00	37.51	24	24.00	33.00	93.00	93	3.70	2.77	1.78	1.78	2.44	6.88	6.88
BEL1-I_SM_1p:ClassI:LTR:Bel-Pao	1817	222	2	0	1	0	67.57	0.00	67.57	67.57	67.57	67.57	67.57	222.00	0.00	222	222.00	222.00	222.00	222	12.22	0.00	12.22	12.22	12.22	12.22	12.22
BOTY_I_1p:ClassI:LTR:Gypsy	1618	27	1	0	1	0	35.70	0.00	35.70	35.70	35.70	35.70	35.70	27.00	0.00	27	27.00	27.00	27.00	27	1.67	0.00	1.67	1.67	1.67	1.67	1.67
CFT1_2p:ClassI:LTR:Gypsy	969	78	3	0	3	0	30.94	4.22	27.21	27.21	30.10	35.52	35.52	26.00	3.46	24	24.00	24.00	30.00	30	2.68	0.36	2.48	2.48	2.48	3.10	3.10
Cirt1ORF:ClassII:TIR:Tc1-Mariner	527	201	5	0	5	0	26.98	2.47	22.78	26.77	28.20	28.32	28.83	40.20	18.07	27	33.00	33.00	36.00	72	7.63	3.43	5.12	6.26	6.26	6.83	13.66
Cirt2ORF:ClassII:TIR:Tc1-Mariner	517	525	1	1	1	1	30.73	0.00	30.73	30.73	30.73	30.73	30.73	525.00	0.00	525	525.00	525.00	525.00	525	101.55	0.00	101.55	101.55	101.55	101.55	101.55
Copia-100_Mad-I_1p:ClassI:LTR:Copia	648	142	1	0	1	0	30.61	0.00	30.61	30.61	30.61	30.61	30.61	142.00	0.00	142	142.00	142.00	142.00	142	21.91	0.00	21.91	21.91	21.91	21.91	21.91
