TE	length	covg	frags	fullLgthFrags	copies	fullLgthCopies	meanId	sdId	minId	q25Id	medId	q75Id	maxId	meanLgth	sdLgth	minLgth	q25Lgth	medLgth	q75Lgth	maxLgth	meanLgthPerc	sdLgthPerc	minLgthPerc	q25LgthPerc	medLgthPerc	q75LgthPerc	maxLgthPerc
Academ-1_ADi:ClassII:?:Academ	9022	123	1	0	1	0	30.95	0.00	30.95	30.95	30.95	30.95	30.95	123.00	0.00	123	123.00	123.00	123.00	123	1.36	0.00	1.36	1.36	1.36	1.36	1.36
Academ-2_ADi:ClassII:?:Academ	6141	522	3	0	2	0	41.42	3.01	39.29	39.29	41.42	43.55	43.55	261.00	106.07	186	186.00	261.00	336.00	336	4.25	1.73	3.03	3.03	4.25	5.47	5.47
Academ-3_ADi:ClassII:?:Academ	7151	414	4	0	3	0	48.64	9.52	37.93	37.93	51.85	56.14	56.14	138.00	59.77	69	69.00	171.00	174.00	174	1.93	0.84	0.96	0.96	2.39	2.43	2.43
ACCORD2_I:ClassI:LTR:Gypsy	7212	100	2	0	2	0	37.48	21.07	22.58	22.58	37.48	52.38	52.38	50.00	18.38	37	37.00	50.00	63.00	63	0.69	0.25	0.51	0.51	0.69	0.87	0.87
ACCORD_I:ClassI:LTR:Retrovirus	6288	96	1	0	1	0	37.50	0.00	37.50	37.50	37.50	37.50	37.50	96.00	0.00	96	96.00	96.00	96.00	96	1.53	0.00	1.53	1.53	1.53	1.53	1.53
AeTango2:ClassII:TIR:Tc1-Mariner	1662	108	1	0	1	0	38.89	0.00	38.89	38.89	38.89	38.89	38.89	108.00	0.00	108	108.00	108.00	108.00	108	6.50	0.00	6.50	6.50	6.50	6.50	6.50
AFLAV_I:ClassI:LTR:Gypsy	6839	810	11	0	11	0	37.66	8.79	23.64	32.26	36.84	47.37	50.66	73.64	35.89	21	45.00	71.00	102.00	135	1.08	0.52	0.31	0.66	1.04	1.49	1.97
AFUT1_#2:ClassI:LTR:Gypsy	6914	285	2	0	2	0	50.55	16.06	39.19	39.19	50.55	61.90	61.90	142.50	112.43	63	63.00	142.50	222.00	222	2.06	1.63	0.91	0.91	2.06	3.21	3.21
Ag-Jock-13:ClassI:LINE:Jockey	4443	63	1	0	1	0	57.14	0.00	57.14	57.14	57.14	57.14	57.14	63.00	0.00	63	63.00	63.00	63.00	63	1.42	0.00	1.42	1.42	1.42	1.42	1.42
Ag-Jock-1:ClassI:LINE:Jockey	4725	96	1	0	1	0	37.50	0.00	37.50	37.50	37.50	37.50	37.50	96.00	0.00	96	96.00	96.00	96.00	96	2.03	0.00	2.03	2.03	2.03	2.03	2.03
Ag-Outcast-2:ClassI:LINE:I	5347	42	1	0	1	0	31.40	0.00	31.40	31.40	31.40	31.40	31.40	42.00	0.00	42	42.00	42.00	42.00	42	0.79	0.00	0.79	0.79	0.79	0.79	0.79
Ag-Outcast-5:ClassI:LINE:I	4989	96	1	0	1	0	34.38	0.00	34.38	34.38	34.38	34.38	34.38	96.00	0.00	96	96.00	96.00	96.00	96	1.92	0.00	1.92	1.92	1.92	1.92	1.92
Ag-Outcast-6:ClassI:LINE:I	6411	78	1	0	1	0	50.00	0.00	50.00	50.00	50.00	50.00	50.00	78.00	0.00	78	78.00	78.00	78.00	78	1.22	0.00	1.22	1.22	1.22	1.22	1.22
ARET1I:ClassI:LTR:Gypsy	5820	288	3	0	3	0	38.39	8.35	28.95	28.95	41.38	44.83	44.83	96.00	15.59	87	87.00	87.00	114.00	114	1.65	0.27	1.49	1.49	1.49	1.96	1.96
ATGP10_I:ClassI:LTR:Gypsy	6217	75	1	0	1	0	48.00	0.00	48.00	48.00	48.00	48.00	48.00	75.00	0.00	75	75.00	75.00	75.00	75	1.21	0.00	1.21	1.21	1.21	1.21	1.21
ATGP1I:ClassI:LTR:Gypsy	5977	409	5	0	5	0	44.10	14.23	29.27	31.25	42.86	57.14	60.00	81.80	25.19	60	63.00	79.00	84.00	123	1.37	0.42	1.00	1.05	1.32	1.41	2.06
ATGP2I:ClassI:LTR:Gypsy	5049	234	2	0	2	0	35.05	3.46	32.61	32.61	35.05	37.50	37.50	117.00	29.70	96	96.00	117.00	138.00	138	2.32	0.59	1.90	1.90	2.32	2.73	2.73
ATGP3A_I:ClassI:LTR:Gypsy	4799	32	1	0	1	0	43.33	0.00	43.33	43.33	43.33	43.33	43.33	32.00	0.00	32	32.00	32.00	32.00	32	0.67	0.00	0.67	0.67	0.67	0.67	0.67
ATGP3I:ClassI:LTR:Gypsy	4589	96	1	0	1	0	40.63	0.00	40.63	40.63	40.63	40.63	40.63	96.00	0.00	96	96.00	96.00	96.00	96	2.09	0.00	2.09	2.09	2.09	2.09	2.09
ATGP4_I:ClassI:LTR:Gypsy	4900	123	1	0	1	0	31.71	0.00	31.71	31.71	31.71	31.71	31.71	123.00	0.00	123	123.00	123.00	123.00	123	2.51	0.00	2.51	2.51	2.51	2.51	2.51
ATGP5A_I:ClassI:LTR:Gypsy	5487	193	2	0	2	0	33.82	1.50	32.76	32.76	33.82	34.88	34.88	96.50	45.96	64	64.00	96.50	129.00	129	1.76	0.84	1.17	1.17	1.76	2.35	2.35
ATGP5I:ClassI:LTR:Gypsy	4801	216	2	0	2	0	41.02	5.39	37.21	37.21	41.02	44.83	44.83	108.00	29.70	87	87.00	108.00	129.00	129	2.25	0.62	1.81	1.81	2.25	2.69	2.69
ATGP7I:ClassI:LTR:Gypsy	4561	156	2	0	2	0	42.19	11.05	34.38	34.38	42.19	50.00	50.00	78.00	25.46	60	60.00	78.00	96.00	96	1.71	0.56	1.32	1.32	1.71	2.10	2.10
ATGP8I:ClassI:LTR:Gypsy	5093	159	2	0	2	0	37.90	1.74	36.67	36.67	37.90	39.13	39.13	79.50	14.85	69	69.00	79.50	90.00	90	1.56	0.29	1.35	1.35	1.56	1.77	1.77
ATHILA0_I:ClassI:LTR:Gypsy	10046	381	4	0	4	0	40.41	6.83	34.15	37.50	38.75	50.00	50.00	95.25	21.12	72	90.00	93.00	123.00	123	0.95	0.21	0.72	0.90	0.93	1.22	1.22
ATHILA4C_I:ClassI:LTR:Gypsy	8639	246	2	0	2	0	34.19	0.27	34.00	34.00	34.19	34.38	34.38	123.00	38.18	96	96.00	123.00	150.00	150	1.42	0.44	1.11	1.11	1.42	1.74	1.74
ATHILA6C_I:ClassI:LTR:Gypsy	10743	297	3	0	3	0	42.37	5.95	35.90	35.90	43.59	47.62	47.62	99.00	31.18	63	63.00	117.00	117.00	117	0.92	0.29	0.59	0.59	1.09	1.09	1.09
ATLANTYS-I_OS:ClassI:LTR:Gypsy	10724	75	1	0	1	0	40.00	0.00	40.00	40.00	40.00	40.00	40.00	75.00	0.00	75	75.00	75.00	75.00	75	0.70	0.00	0.70	0.70	0.70	0.70	0.70
