TE	length	covg	frags	fullLgthFrags	copies	fullLgthCopies	meanId	sdId	minId	q25Id	medId	q75Id	maxId	meanLgth	sdLgth	minLgth	q25Lgth	medLgth	q75Lgth	maxLgth	meanLgthPerc	sdLgthPerc	minLgthPerc	q25LgthPerc	medLgthPerc	q75LgthPerc	maxLgthPerc
AAM94350.1:ClassI:LTR:Gypsy	1562	23	1	0	1	0	35.23	0.00	35.23	35.23	35.23	35.23	35.23	23.00	0.00	23	23.00	23.00	23.00	23	1.47	0.00	1.47	1.47	1.47	1.47	1.47
Academ-2_ADi_2p:ClassII:?:Academ	480	993	2	0	2	0	32.16	8.79	25.95	25.95	32.16	38.38	38.38	496.50	290.62	291	291.00	496.50	702.00	702	103.44	60.55	60.62	60.62	103.44	146.25	146.25
AeTango2_1p:ClassII:TIR:Tc1-Mariner	336	312	1	0	1	0	35.58	0.00	35.58	35.58	35.58	35.58	35.58	312.00	0.00	312	312.00	312.00	312.00	312	92.86	0.00	92.86	92.86	92.86	92.86	92.86
AFLAV_I_2p:ClassI:LTR:Gypsy	1726	200	4	0	4	0	45.36	13.80	35.00	40.00	40.37	65.71	65.71	50.00	24.12	35	38.00	39.50	86.00	86	2.90	1.40	2.03	2.20	2.29	4.98	4.98
ATCOPIA43I_1p:ClassI:LTR:Copia	1660	66	1	0	1	0	25.91	0.00	25.91	25.91	25.91	25.91	25.91	66.00	0.00	66	66.00	66.00	66.00	66	3.98	0.00	3.98	3.98	3.98	3.98	3.98
ATCOPIA63p:ClassI:LTR:Copia	1348	45	1	0	1	0	28.09	0.00	28.09	28.09	28.09	28.09	28.09	45.00	0.00	45	45.00	45.00	45.00	45	3.34	0.00	3.34	3.34	3.34	3.34	3.34
ATCOPIA66p:ClassI:LTR:Copia	1372	420	3	0	3	0	28.79	3.96	26.11	26.11	26.92	33.33	33.33	140.00	169.85	36	36.00	48.00	336.00	336	10.20	12.38	2.62	2.62	3.50	24.49	24.49
ATCOPIA72p:ClassI:LTR:Copia	1460	96	1	0	1	0	23.44	0.00	23.44	23.44	23.44	23.44	23.44	96.00	0.00	96	96.00	96.00	96.00	96	6.58	0.00	6.58	6.58	6.58	6.58	6.58
ATCOPIA78p:ClassI:LTR:Copia	1352	45	1	0	1	0	38.96	0.00	38.96	38.96	38.96	38.96	38.96	45.00	0.00	45	45.00	45.00	45.00	45	3.33	0.00	3.33	3.33	3.33	3.33	3.33
ATGP4_I_1p:ClassI:LTR:Gypsy	1624	21	1	0	1	0	31.03	0.00	31.03	31.03	31.03	31.03	31.03	21.00	0.00	21	21.00	21.00	21.00	21	1.29	0.00	1.29	1.29	1.29	1.29	1.29
BEL1-I_SM_1p:ClassI:LTR:Bel-Pao	1817	288	2	0	1	0	55.47	0.00	55.47	55.47	55.47	55.47	55.47	288.00	0.00	288	288.00	288.00	288.00	288	15.85	0.00	15.85	15.85	15.85	15.85	15.85
BOTY_I_1p:ClassI:LTR:Gypsy	1618	489	9	0	9	0	35.54	5.12	25.80	33.33	37.23	38.66	42.10	54.33	40.20	22	24.00	32.00	85.00	135	3.36	2.48	1.36	1.48	1.98	5.25	8.34
CFT1_2p:ClassI:LTR:Gypsy	969	140	3	0	3	0	40.24	15.77	28.11	28.11	34.54	58.06	58.06	46.67	34.20	24	24.00	30.00	86.00	86	4.82	3.53	2.48	2.48	3.10	8.88	8.88
CGT1_2p:ClassI:?:?	517	2914	8	0	6	0	37.15	5.65	28.32	34.79	36.72	43.14	43.24	485.83	466.02	45	111.00	323.50	972.00	1140	93.97	90.14	8.70	21.47	62.57	188.01	220.50
Cirt1ORF:ClassII:TIR:Tc1-Mariner	527	777	8	0	8	0	29.16	3.35	24.69	27.44	28.55	32.87	34.00	97.12	143.91	21	33.00	33.00	150.00	438	18.43	27.31	3.98	6.26	6.26	28.46	83.11
Cirt2ORF:ClassII:TIR:Tc1-Mariner	517	42	2	0	2	0	26.90	2.99	24.78	24.78	26.90	29.01	29.01	21.00	0.00	21	21.00	21.00	21.00	21	4.06	0.00	4.06	4.06	4.06	4.06	4.06
COP21_I_MT_1p#2:ClassI:LTR:Copia	1441	50	1	0	1	0	30.77	0.00	30.77	30.77	30.77	30.77	30.77	50.00	0.00	50	50.00	50.00	50.00	50	3.47	0.00	3.47	3.47	3.47	3.47	3.47
Copia-103_AA-I_1p:ClassI:LTR:Copia	1681	42	1	0	1	0	35.13	0.00	35.13	35.13	35.13	35.13	35.13	42.00	0.00	42	42.00	42.00	42.00	42	2.50	0.00	2.50	2.50	2.50	2.50	2.50
Copia-111B_CCri-I_1p:ClassI:LTR:Copia	1392	36	1	0	1	0	26.30	0.00	26.30	26.30	26.30	26.30	26.30	36.00	0.00	36	36.00	36.00	36.00	36	2.59	0.00	2.59	2.59	2.59	2.59	2.59
Copia-115_BRa-I_1p:ClassI:LTR:Copia	1331	61	1	0	1	0	39.34	0.00	39.34	39.34	39.34	39.34	39.34	61.00	0.00	61	61.00	61.00	61.00	61	4.58	0.00	4.58	4.58	4.58	4.58	4.58
Copia-11_ST-I_1p:ClassI:LTR:Copia	1505	117	2	0	2	0	40.46	0.28	40.26	40.26	40.46	40.66	40.66	58.50	14.85	48	48.00	58.50	69.00	69	3.89	0.99	3.19	3.19	3.89	4.58	4.58
Copia-11_TC-I_1p:ClassI:LTR:Copia	956	45	1	0	1	0	29.47	0.00	29.47	29.47	29.47	29.47	29.47	45.00	0.00	45	45.00	45.00	45.00	45	4.71	0.00	4.71	4.71	4.71	4.71	4.71
Copia-121_CCri-I_1p:ClassI:LTR:Copia	1424	96	2	0	2	0	26.64	1.72	25.42	25.42	26.64	27.85	27.85	48.00	33.94	24	24.00	48.00	72.00	72	3.37	2.38	1.69	1.69	3.37	5.06	5.06
Copia-12_GM-I_1p:ClassI:LTR:Copia	1159	144	1	0	1	0	32.33	0.00	32.33	32.33	32.33	32.33	32.33	144.00	0.00	144	144.00	144.00	144.00	144	12.42	0.00	12.42	12.42	12.42	12.42	12.42
Copia-13_LMi-I_1p:ClassI:LTR:Copia	1345	736	2	0	2	0	40.40	4.51	37.21	37.21	40.40	43.59	43.59	368.00	24.04	351	351.00	368.00	385.00	385	27.36	1.79	26.10	26.10	27.36	28.62	28.62
Copia-13_SI-I_1p:ClassI:LTR:Copia	691	159	1	0	1	0	43.40	0.00	43.40	43.40	43.40	43.40	43.40	159.00	0.00	159	159.00	159.00	159.00	159	23.01	0.00	23.01	23.01	23.01	23.01	23.01
