TE	length	covg	frags	fullLgthFrags	copies	fullLgthCopies	meanId	sdId	minId	q25Id	medId	q75Id	maxId	meanLgth	sdLgth	minLgth	q25Lgth	medLgth	q75Lgth	maxLgth	meanLgthPerc	sdLgthPerc	minLgthPerc	q25LgthPerc	medLgthPerc	q75LgthPerc	maxLgthPerc
Academ-1_ADi:ClassII:?:Academ	9022	123	1	0	1	0	30.95	0.00	30.95	30.95	30.95	30.95	30.95	123.00	0.00	123	123.00	123.00	123.00	123	1.36	0.00	1.36	1.36	1.36	1.36	1.36
Academ-2_ADi:ClassII:?:Academ	6141	816	6	0	4	0	39.65	4.87	32.91	39.29	41.08	43.55	43.55	204.00	91.52	126	168.00	177.00	336.00	336	3.32	1.49	2.05	2.74	2.88	5.47	5.47
Academ-3_ADi:ClassII:?:Academ	7151	414	4	0	3	0	48.64	9.52	37.93	37.93	51.85	56.14	56.14	138.00	59.77	69	69.00	171.00	174.00	174	1.93	0.84	0.96	0.96	2.39	2.43	2.43
ACCORD2_I:ClassI:LTR:Gypsy	7212	126	2	0	2	0	52.38	0.00	52.38	52.38	52.38	52.38	52.38	63.00	0.00	63	63.00	63.00	63.00	63	0.87	0.00	0.87	0.87	0.87	0.87	0.87
ACCORD_I:ClassI:LTR:Retrovirus	6288	168	2	0	2	0	46.95	11.39	38.89	38.89	46.95	55.00	55.00	84.00	33.94	60	60.00	84.00	108.00	108	1.34	0.54	0.95	0.95	1.34	1.72	1.72
AFLAV_I:ClassI:LTR:Gypsy	6839	426	5	0	5	0	36.19	5.85	31.58	32.26	35.42	35.56	46.15	85.20	41.55	21	78.00	93.00	99.00	135	1.25	0.61	0.31	1.14	1.36	1.45	1.97
AFUT1_#2:ClassI:LTR:Gypsy	6914	21	1	0	1	0	41.86	0.00	41.86	41.86	41.86	41.86	41.86	21.00	0.00	21	21.00	21.00	21.00	21	0.30	0.00	0.30	0.30	0.30	0.30	0.30
Ag-Outcast-5:ClassI:LINE:I	4989	123	1	0	1	0	35.56	0.00	35.56	35.56	35.56	35.56	35.56	123.00	0.00	123	123.00	123.00	123.00	123	2.47	0.00	2.47	2.47	2.47	2.47	2.47
Ag-Outcast-6:ClassI:LINE:I	6411	78	1	0	1	0	50.00	0.00	50.00	50.00	50.00	50.00	50.00	78.00	0.00	78	78.00	78.00	78.00	78	1.22	0.00	1.22	1.22	1.22	1.22	1.22
ARET1I:ClassI:LTR:Gypsy	5820	318	4	0	4	0	44.77	3.76	41.38	42.86	43.84	50.00	50.00	79.50	13.08	60	84.00	85.50	87.00	87	1.37	0.22	1.03	1.44	1.47	1.49	1.49
